ID,City,Country,Latitude,Longitude,Height,Temperature,Humidity,Pressure,Wind Direction,Wind Speed
98132,ITBAYAT,PHILIPPINES,20.8,121.85,124,27.3,90, 995.3,SW,7.0
98133,CALAYAN,PHILIPPINES,19.2667,121.4667,13,28.7,84, 996.3,SW,8.0
98134,BASCO RADAR,PHILIPPINES,20.4167,121.9667,167,26.0,95, 993.7,SW,15.0
